=================================================================================================================================================================== 
                                                      Resultados Algoritmo Genético Liberação de Fármaco                                                        
=================================================================================================================================================================== 
                                                                            Parâmetros                                                                             
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
	Data =  05/05/2015 14:29:09 	Tempo de execução =  59.156s 	Tamanho da população =  100 	Número de gerações =  100 	 Limite máximo de tempo =  100

	Taxa de migração =  10.00% 		Limite de erro =  1 			Limite do Torneio em Habitat =  0.13 		Número de pontos da curva de referência =  1

	Referência, Tamanho, Limite Inferior e Limite Superior: 	D	=	1.35e-5		Td	=	16		Lid	 =	4.2e-7		Lsd	 =	4.82e-5
																Cs	=	16.2		Tcs	=	16		Lics =	2.7			Lscs =	40
																A	=	70			Ta	=	16		Lia	 =	33.3		Lsa	 =	133.1
																H	=	0.167		Th	=	16		Lih	 =	0.164		Lsh	 =	0.17
=================================================================================================================================================================== 
                                                                            Soluções                                                                              
                      Posição                        Fitness                       D                        Cs                        A                       H 
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
						 068						-14.6442075526				0.0000106240			  28.2839889526				95.3491149902				0.1646036987
						 069						-14.5703470653				0.0000062992			  32.0108016968				48.6638031006				0.1675429993
						 070						-14.5559593738				0.0000108456			  17.9550033569				60.5707885742				0.1662640991
						 071						-14.5471107049				0.0000324318			  4.7421203613				52.0246826172				0.1687651367
						 072						-14.5208770714				0.0000106984			  14.4689422607				46.9765106201				0.1677512817
						 073						-14.4859585301				0.0000383460			  7.9595413208				104.4693267822				0.1684302368
						 074						-14.3837077111				0.0000055650			  37.5230468750				35.0116577148				0.1671640625
						 075						-14.3768606731				0.0000314184			  8.5844711304				91.1811370850				0.1686828308
						 076						-14.3424952582				0.0000314191			  8.9145797729				93.7745117188				0.1694631348
						 077						-14.2196898641				0.0000063057			  32.0603179932				48.8389282227				0.1675426331
						 078						-14.2192765619				0.0000272117			  7.3300582886				68.9341552734				0.1663011780
						 079						-14.1850221208				0.0000060229			  26.7501220703				38.8963897705				0.1656346741
						 080						-14.1295402654				0.0000371306			  4.1655685425				52.6505645752				0.1687646790
						 081						-14.1103275571				0.0000071813			  19.6112380981				36.3822021484				0.1689511719
						 082						-14.0359108473				0.0000147009			  18.6066833496				89.4527282715				0.1663059387
						 083						-13.9581081997				0.0000245929			  6.2515136719				50.6099761963				0.1696215210
						 084						-13.9265490665				0.0000256172			  9.6971649170				82.1035644531				0.1695253906
						 085						-13.8458946015				0.0000282535			  12.8536865234				123.2564453125				0.1679040833
						 086						-13.7898460229				0.0000282411			  13.1359863281				125.8955047607				0.1679104004
						 087						-13.7723908077				0.0000106116			  14.6152145386				46.9810791016				0.1677510986
						 088						-13.7704400499				0.0000329159			  4.7432586670				52.8561462402				0.1687601929
						 089						-13.7548294171				0.0000055657			  34.5401168823				35.4593688965				0.1675505066
						 090						-13.6374459848				0.0000448631			  8.3579483032				129.6188171387				0.1681079712
						 091						-13.5518444785				0.0000280734			  13.4376373291				127.6635070801				0.1681052246
						 092						-13.3398345252				0.0000108456			  14.4962615967				46.7526550293				0.1693627930
						 093						-13.3272278674				0.0000104191			  34.0921936035				109.5190216064				0.1662665710
						 094						-13.1896474209				0.0000098621			  20.4336639404				62.5717834473				0.1649317322
						 095						-13.0974380993				0.0000315919			  8.9310852051				95.3521606445				0.1687342834
						 096						-12.9632112907				0.0000246016			  6.5702392578				56.7682891846				0.1645580139
						 097						-12.5866145157				0.0000283344			  12.8980804443				123.7528869629				0.1680985413
						 098						-12.5616013448				0.0000063714			  25.9191589355				41.2445892334				0.1664872131
						 099						-12.4224690809				0.0000272080			  7.3283508301				68.7986236572				0.1664256897
						 100						-11.9480595463				0.0000106845			  28.1610519409				95.4922607422				0.1646738281
=================================================================================================================================================================== 
